Nº DCB ;DENOMINAÇÃO COMUM BRASILEIRA;Nº CAS
10128;Alumina ;[Ref. 8]
10129;Aluminium metallicum ;[Ref. 8]
00614;alussulfe;61115-28-4
00615;alvamelina;120241-31-8
00616;alverina;150-59-4
00618;alvircepte sudotox;137487-62-8
00619;amadinona;30781-27-2
00620;amafolona;50588-47-1
00621;amanozina;537-17-7
00622;amantadina;768-94-5
11240;amarelo crepúsculo;2783-94-0
09592;amarelo de quinolina;8004-92-0
00624;ambamustina;85754-59-2
00625;ambasilida;83991-25-7
00626;ambazona;539-21-9
00627;ambenoxano;2455-84-7
00628;ambicromila;58805-38-2
00629;ambomicina;1402-81-9
10130;Ambra grisea;[Ref. 8]
00630;ambrisentana;177036-94-1
00631;ambroxol;18683-91-5
00633;ambruticina;58857-02-6
00634;ambucaína;119-29-9
00635;ambucetamida;519-88-0
00636;ambufilina;5634-34-4
00637;ambusida;3754-19-6
00638;amebucorte;83625-35-8
00639;amedalina;22136-26-1
00641;amediplase;151912-11-7
00642;ameltolida;787-93-9
00643;amelubanto;346735-24-8
00644;amesergida;121588-75-8
00645;ametantrona;64862-96-0
00647;amezepina;60575-32-8
00648;amicacina;37517-28-5
00650;amicarbalida;3459-96-9
00651;amicibona;23271-63-8
00652;amiciclina;5874-95-3
00653;amidantel;49745-00-8
00654;amidapsona;3569-77-5
00655;amidefrina;37571-84-9
00657;amido;9005-25-8
00658;amidoglicolato de sódio;9063-38-1
00659;amifenazol;490-55-1
00660;amiflamina;77518-07-1
00661;amifloverina;54063-24-0
00662;amifloxacino;86393-37-5
00664;amifostina;20537-88-6
00665;amiglumida;119363-62-1
00666;amilmetacresol;1300-94-3
00667;amilocaína;644-26-8
00669;amilômer;42615-49-6
00670;amilopectina;9037-22-3
00671;amilorida;2609-46-3
00673;amiloxato;71617-10-2
00674;aminaftona;14748-94-8
00675;amindocato;31386-24-0
00676;amineptina;57574-09-1
00678;aminitrozol;140-40-9
00681;aminoacridina;90-45-9
09818;paraminobenzoato de potássio;138-84-1
00682;aminofenazona;58-15-1
00685;aminofilina;317-34-0
09357;aminofilina di-hidratada;49746-06-7
00686;aminoglicosidase;[Ref. 4]
00687;aminoglutetimida;125-84-8
09358;aminometilisoxazol;1072-67-9
10910;aminometilpropanol;124-68-5
00688;aminometradina;642-44-4
00689;aminopromazina;58-37-7
00690;aminopterina sódica;58602-66-7
00691;aminoquinol;10023-54-8
00692;aminoquinurida;3811-56-1
00693;aminorex;2207-50-3
00695;aminossalicilato de cálcio;133-15-3
00696;aminossalicilato de sódio;133-10-8
09483;aminossalicilato de sódio di-hidratado;6018-19-5
00697;aminotiazol;96-50-4
00698;aminoxitrifeno;5585-64-8
00699;amiodarona;1951-25-3
00701;amiperona;1580-71-8
00702;amipizona;69635-63-8
00703;amiprilose;56824-20-5
00705;amiquelina;4439-67-2
00706;amiquinsina;13425-92-8
00707;amisometradina;550-28-7
00708;amissulprida;71675-85-9
00709;amiterol;54063-25-1
00710;amitraz;33089-61-1
00711;amitriptilina;50-48-6
00714;amitriptilinóxido;4317-14-0
00715;amixetrina;24622-72-8
10131;Ammonium carbonicum ;[Ref. 8]
10132;Ammonium muriaticum ;[Ref. 8]
10133;Ammonium nitricum;[Ref. 8]
10134;Ammonium phosphoricum ;[Ref. 8]
00717;amobarbital;57-43-2
00718;amobarbital sódico;64-43-7
00719;amocarzina;36590-19-9
00720;amodiaquina;86-42-0
00722;amogastrina;16870-37-4
00723;amolanona;76-65-3
00724;amonafida;69408-81-7
09725;amônia (13 N);34819-78-8
00725;amopiroquina;550-81-2
00726;amoproxano;22661-76-3
00727;amorolfina;78613-35-1
00729;amoscanato;26328-53-0
00730;amossulalol;85320-68-9
00731;amotosaleno;161262-29-9
00732;amoxapina;14028-44-5
00733;amoxecaína;553-65-1
00734;amoxicilina;26787-78-0
00735;amoxicilina sódica;34642-77-8
00736;amoxicilina tri-hidratada;61336-70-7
00737;amperozida;75558-90-6
00738;ampicilina;69-53-4
00739;ampicilina benzatina;33276-75-4
00740;ampicilina potássica;23277-71-6
00741;ampicilina sódica;69-52-3
00742;ampicilina tri-hidratada;7177-48-2
00743;ampirimina;5587-93-9
00744;ampiroxicam;99464-64-9
00745;ampirtolina;98330-05-3
00746;ampizina;5214-29-9
00747;amprenavir;161814-49-9
00748;amprólio;121-25-5
10135;Amyl nitrosum ;[Ref. 8]
10136;Anacardium occidentale;[Ref. 8]
10137;Anacardium orientale;[Ref. 8]
00749;anacinra;143090-92-0
10697;Anadenanthera colubrina (Vell.) Brenan;[Ref. 6]
10138;Anagallis arvensis ;[Ref. 8]
00750;anagestona;2740-52-5
00751;anagrelida;68475-42-3
10698;Ananas comosus (L.) Merr. ;[Ref. 6]
00753;anaritida;95896-08-5
10797;Anas barbariae hepatis et cordis extractum;[Ref. 8]
00755;anastrozol;120511-73-1
00756;anatumomabe mafenatox;1370261-50-9
00757;anaxirona;77658-97-0
00758;anazoleno sódico;3861-73-2
00759;ancarolol;75748-50-4
00760;ancestim;163545-26-4
00761;ancinafal;3924-70-7
00762;ancinafida;7332-27-6
00763;ancinonida;51022-69-6
00764;ancitabina;31698-14-3
00766;ancrode;9046-56-4
00767;andoxovir;145514-04-1
00768;androstanolona;521-18-6
09677;anetol;104-46-1
00770;anfecloral;5581-35-1
00772;anfenaco;51579-82-9
00771;anfenidona;134-37-2
00773;anfepentorex;15686-27-8
00774;anfepramona;90-84-6
00777;anfetamina;300-62-9
00782;anflutizol;82114-19-0
00783;anfomicina;1402-82-0
00784;anfomicina cálcica;1405-31-8
00785;anfotalida;1673-06-9
00786;anfotericina B;1397-89-3
10139;Angelica archangelica ;[Ref. 8]
00787;angiotensina II;4474-91-3
00788;angiotensinamida;53-73-6
10140;Angustura vera;[Ref. 8]
00789;anidoxima;34297-34-2
11065;anidrido acético;108-24-7
05763;anidrometilenocitrato de metenamina;6190-43-8
00790;anidulafungina;166663-25-8
00791;anileridina;144-14-9
10141;Anilinum;[Ref. 8]
00793;anilopam;53716-46-4
00794;anipamil;83200-10-6
00795;aniracetam;72432-10-1
00796;anirolaco;66635-85-6
00797;anisacrila;5129-14-6
00798;anisindiona;117-37-3
00799;anisperimo;170368-04-4
00800;anistreplase;81669-57-0
00801;anitrazafeno;63119-27-7
00802;anlexanox;68302-57-8
00803;anlintida;122384-88-7
00804;anlodipino;88150-42-9
00807;anquinato;17230-85-2
00808;anrinona;60719-84-8
00810;anrubicina;110267-81-7
00811;ansacrina;51264-14-3
00812;ansonato de clorfenóctio;7168-18-5
00813;ansoxetina;79130-64-6
00814;antazolina;91-75-8
00818;antelmicina;1402-84-2
00819;antienita;5029-05-0
05587;antimoniato de meglumina;133-51-7
10142;Antimonium arsenicicum ;[Ref. 8]
10143;Antimonium crudum ;[Ref. 8]
10144;Antimonium iodatum;[Ref. 8]
10145;Antimonium oxydatum;[Ref. 8]
10146;Antimonium sulphuratum auratum;[Ref. 8]
10147;Antimonium tartaricum ;[Ref. 8]
00820;antiolimina;305-97-5
00821;antitrombina III;9000-94-6
00822;antrafenina;55300-29-3
00823;antramicina;4803-27-4
11241;antranilato de metila;134-20-3
00824;apafanto;105219-56-5
00825;apaflurano;431-89-0
00826;apalcilina;63469-19-2
00827;apaxifilina;151581-23-6
08334;apcitida (99m Tc);178959-14-3
00828;apiciclina;15599-51-6
10148;Apis mellifica ;[Ref. 8]
10149;Apisinum ;[Ref. 8]
10150;Apium gaveolens;[Ref. 8]
09819;apixabana;503612-47-3
10151;Apocynum androsaemifolium;[Ref. 8]
10152;Apocynum cannabinum;[Ref. 8]
00829;apolato de sódio;25053-27-4
00830;apomorfina;58-00-4
00835;apovincamina;4880-92-6
00836;apraclonidina;66711-21-5
00838;apramicina;37321-09-8
00839;aprepitanto;170729-80-3
00840;apricalim;92569-65-8
00841;aprindina;37640-71-4
00843;aprobarbital;77-02-1
11091;aprobarbital sódico;125-88-2
00844;aprofeno;3563-01-7
00845;aprosulato de sódio;123072-45-7
00846;aprotinina;9087-70-1
00847;aptazapina;71576-40-4
00849;aptiganel;137159-92-3
00850;aptocaína;19281-29-9
07573;arabinogalactanossulfato de quinidina;52769-40-1
10153;Aralia racemosa;[Ref. 8]
10154;Aranea diadema ;[Ref. 8]
00851;aranotina;19885-51-9
00852;araprofeno;15250-13-2
00853;arbaprostila;55028-70-1
00854;arbecacina;51025-85-5
00856;arbutamina;128470-16-6
00858;arcitumomabe;154361-48-5
09771;arcitumomabe  (99m Tc);154361-49-6
00859;arclofenina;87071-16-7
10861;Arctium lappa L.;[Ref. 6]
10699;Arctostaphylos uva-ursi (L.) Spreng.;[Ref. 6]
00860;ardacina;117742-13-9
00861;ardeparina sódica;9041-08-1
00862;arfalasina;60173-73-1
00863;arfendazam;37669-57-1
00864;argatrobana;74863-84-6
10155;Argentum metallicum ;[Ref. 8]
10156;Argentum nitricum ;[Ref. 8]
00865;argimesna;106854-46-0
00866;arginina;74-79-3
00872;argipressina;113-79-1
00873;argiprestocina;113-80-4
00874;arildona;56219-57-9
00875;aripiprazol;129722-12-9
11129;aripiprazol cavoxila;1259305-26-4
11130;aripiprazol lauroxila;1259305-29-7
10889;aripiprazol monoidratado;851220-85-4
10157;Aristolochia clematitis ;[Ref. 8]
10158;Aristolochia milhomens ;[Ref. 8]
10629;armodafinila;112111-43-0
10159;Arnica montana;[Ref. 8]
09894;Arnica montana L.;[Ref. 6]
00876;arnolol;87129-71-3
00877;arofilina;136145-07-8
00878;aronixila;86627-15-8
00879;arotinolol;68377-92-4
00881;arprinocida;55779-18-5
00882;arpromidina;106669-71-0
10027;arsenato de sódio (74 As);[Ref. 8]
10160;Arsenicum album ;[Ref. 8]
10161;Arsenicum iodatum ;[Ref. 8]
10162;Arsenicum sulphuratum flavum ;[Ref. 8]
10163;Arsenicum sulphuratum rubrum;[Ref. 8]
00883;arstinol;119-96-0
00884;artefleno;123407-36-3
00885;arteméter;71963-77-4
10086;Artemisia abrotanum ;[Ref. 8]
10087;Artemísia absinthium;[Ref. 8]
10999;Artemisia absinthium L.;[Ref. 6]
00886;artemisinina;63968-64-9
00887;artemotila;75887-54-6
00888;artenimol;81496-81-3
09673;artesunato;88495-63-0
00889;artesunato de sódio;82864-68-4
00890;articaína;23964-58-1
00892;artilida;133267-19-3
10164;Arum maculatum ;[Ref. 8]
10165;Arum triphyllum ;[Ref. 8]
10166;Arundo mauritanica ;[Ref. 8]
00893;arzoxifeno;182133-25-1
10167;Asafoetida ;[Ref. 8]
10168;Asarum europaeum ;[Ref. 8]
10169;Asclepias tuberosa;[Ref. 8]
00106;ascorbato de cálcio;5743-27-1
06347;ascorbato de nicotinamida;1987-71-9
00107;ascorbato de sódio;134-03-2
11066;asenapina;65576-45-6
00894;aseripida;153242-02-5
00895;asiaticosídeo;16830-15-2
00896;asobamaste;104777-03-9
00897;asocainol;77400-65-8
00898;asparagina;70-47-3
00899;asparaginase;9015-68-3
00900;aspartamo;22839-47-0
00868;aspartato de arginina;7675-83-4
00109;aspartato de cálcio;21059-46-1
00110;aspartato de magnésio;1187-91-3
06642;aspartato de ornitina;3230-94-2
00111;aspartato de potássio;2001-89-0
00112;aspartato de potássio e magnésio;14842-81-0
09359;aspartato de zinco;36393-20-1
00901;aspartocina;4117-65-1
00902;aspergilina;[Ref. 3]
10170;Aspidosperma;[Ref. 8]
00903;aspoxicilina;63358-49-6
10171;Astacus fluviatilis;[Ref. 8]
00904;astemizol;68844-77-9
10172;Asterias rubens;[Ref. 8]
00905;astromicina;55779-06-1
11030;asunaprevir;630420-16-5
00907;atamestano;96301-34-7
00908;ataprosta;83997-19-7
00909;atapulgita ativada;12174-11-7
00910;ataquimaste;182316-31-0
09566;atazanavir;198904-31-3
00911;atenolol;29122-68-7
00912;atevirdina;136816-75-6
00913;atibeprona;153420-96-3
00914;atipamezol;104054-27-5
00915;atiprimode;123018-47-3
00916;atiprosina;89303-63-9
00917;atolida;16231-75-7
08769;atomoxetina;83015-26-3
00918;atorolimumabe;202833-08-7
00919;atorvastatina;134523-00-5
00920;atorvastatina cálcica;134523-03-8
00921;atorvastatina lactona;125995-03-1
00922;atorvastatina sódica;134523-01-6
00923;atosibana;90779-69-4
00924;atovaquona;95233-18-4
00925;atracúrio ;64228-79-1
00927;atrasentana;195733-43-8
00928;atreleutona;154355-76-7
00929;atrimustina;75219-46-4
00930;atromepina;428-07-9
10781;Atropa belladonna;[Ref. 8]
09895;Atropa belladonna L. ;[Ref. 6]
00931;atropina;51-55-8
10173;Atropinum;[Ref. 8]
10174;Atropinum sulphuricum ;[Ref. 8]
00936;auranofina;34031-32-8
00937;aurotioglicanida;16925-51-2
00938;aurotioglicose;12192-57-3
00939;aurotiomalato de sódio;12244-57-4
00940;aurotiossulfato de sódio;10210-36-3
10175;Aurum iodatum;[Ref. 8]
10176;Aurum metallicum ;[Ref. 8]
10177;Aurum muriaticum;[Ref. 8]
10178;Aurum muriaticum natronatum;[Ref. 8]
10179;Aurum sulphuratum;[Ref. 8]
00941;avasimiba;166518-60-1
10180;Avena sativa ;[Ref. 8]
11296;avibactam;1192500-31-4
11295;avibactam sódico;1192491-61-4
00942;avilamicina;11051-71-1
00943;aviptadil;40077-57-4
00944;aviscumina;223577-45-5
00945;avitriptana;151140-96-4
00946;avizafona;65617-86-9
00948;avobenzona;70356-09-1
00949;avoparcina;37332-99-3
00950;avotermina;182212-66-4
00951;avridina;35607-20-6
00952;axamozida;85076-06-8
00953;axetilcefuroxima;64544-07-6
10615;axitinibe;319460-85-0
00954;axitiromo;156740-57-7
00955;azabona;1150-20-5
00956;azabuperona;2856-81-7
00957;azaciclonol;115-46-8
00958;azacitidina;320-67-2
00959;azaclorzina;49864-70-2
00961;azaconazol;60207-31-0
00962;azacosterol;313-05-3
00964;azaftozina;54063-26-2
00965;azalanstate;143393-27-5
00966;azalomicina;54182-65-9
00967;azaloxano;72822-56-1
00969;azamulina;76530-44-4
00970;azanator;37855-92-8
00972;azanidazol;62973-76-6
00973;azaperona;1649-18-9
00974;azaprocina;448-34-0
00975;azapropazona;13539-59-8
00976;azaquinzol;5234-86-6
00977;azaribina;2169-64-4
00978;azasetrona;123040-69-7
00979;azasserina;115-02-6
00980;azasteno;13074-00-5
00981;azatadina;3964-81-6
00983;azatepa;125-45-1
00984;azatioprina;446-86-6
00985;azatioprina sódica;55774-33-9
00986;azelastina;58581-89-8
00988;azepexol;36067-73-9
00989;azepindol;26304-61-0
00990;azetirrelina;95729-65-0
00991;azidanfenicol;13838-08-9
00992;azidocilina;17243-38-8
10630;azilsartana medoxomila potássica;863031-24-7
00993;azimexona;64118-86-1
00994;azimilida;149908-53-2
00995;azintamida;1830-32-6
00996;azipramina;58503-82-5
00997;azitromicina;83905-01-5
00998;azitromicina di-hidratada;117772-70-0
10657;azitromicina monoidratada;121470-24-4
00999;azlocilina;37091-66-0
01000;azolimina;40828-45-3
01001;azossemida;27589-33-9
01002;azotomicina;7644-67-9
01003;aztreonam;78110-38-0
11242;azul de indigotina;860-22-0
11243;azul de indigotina 132 laca de alumínio                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             ;16521-38-3
01005;azuleno;275-51-4
01006;azumoleno;64748-79-4
01007;bacampicilina;50972-17-3
09896;Baccharis trimera (Less.) DC.;[Ref. 6]
01009;baceprofeno;117819-25-7
01010;bacitracina;1405-87-4
01011;bacitracina zíncica;1405-89-6
01012;baclofeno;1134-47-0
10845;Bacopa monnieri (L.) Wettst.;[Ref. 6]
10181;Badiaga;[Ref. 8]
01013;balaglitazona;199113-98-9
01014;balazipona;137109-71-8
01015;balofloxacino;127294-70-6
01016;balsalazida;80573-04-2
01017;bamaluzol;87034-87-5
01018;bambermicina;11015-37-5
01019;bambuterol;81732-65-2
01021;bametana;3703-79-5
01028;bamidazol;31478-45-2
01023;bamifilina;2016-63-9
01025;bamipina;4945-47-5
10182;Baptisia tinctoria ;[Ref. 8]
01029;baquiloprima;102280-35-3
01030;barbexaclona;4388-82-3
01032;barbital;57-44-3
01033;barbital sódico;144-02-5
01034;barmastina;99156-66-8
01035;barnidipino;104713-75-9
01037;barucainida;79784-22-8
10183;Baryta acetica;[Ref. 8]
10184;Baryta carbonica;[Ref. 8]
10185;Baryta iodata;[Ref. 8]
10186;Baryta muriatica;[Ref. 8]
01038;basifungina;127785-64-2
01039;basiliximabe;179045-86-4
01040;batanoprida;102670-46-2
01042;batelapina;95634-82-5
01043;batilol;544-62-7
01044;batimastate;130370-60-4
01045;batoprazina;105685-11-8
01046;batroxobina;9039-61-6
01047;baxitozina;84386-11-8
09946;bazedoxifeno;198481-32-2
01048;bazinaprina;94011-82-2
01049;becanamicina;4696-76-8
01051;becantona;15351-04-9
01053;becaplermina;165101-51-9
01054;beciparcila;130782-54-6
11213;beclabuvir;958002-33-0
01055;beclamida;501-68-8
01056;becliconazol;112893-26-2
01057;beclobrato;55937-99-0
01058;beclometasona;4419-39-0
01060;beclotiamina;13471-78-8
01061;bectumomabe;158318-63-9
10798;bedaquilina;843663-66-1 
09862;beenato de glicerila;30233-64-8
01062;befiperida;100927-14-8
01063;befloxatona;134564-82-2
01064;befunolol;39552-01-7
01066;befuralina;41717-30-0
01067;belaperidona;156862-51-0
01068;belarizina;52395-99-0
09815;belatacepte;706808-37-9
01069;belfosdil;103486-79-9
09938;belimumabe;356547-88-1
10187;Bellis perennis ;[Ref. 8]
01070;beloxamida;15256-58-3
01071;beloxepina;135928-30-2
01072;bemarinona;92210-43-0
01074;bemegrida;64-65-3
01075;bemesetrona;40796-97-2
01076;bemetizida;1824-52-8
10925;bemiparina sódica;9041-08-1
01077;bemitradina;88133-11-3
01078;bemoradana;112018-01-6
01079;bemperidol;2062-84-2
01080;bemproperina;2156-27-6
01081;benactizina;302-40-9
01084;benafentrina;35135-01-4
01085;benaprizina;22487-42-9
01086;benaxibina;27661-27-4
01087;benazepril;86541-75-5
01089;benazeprilate;86541-78-8
01090;bencianol;85443-48-7
01091;benciclano;2179-37-5
01094;bencisteína;42293-72-1
01095;benclonidina;57647-79-7
01096;bendacalol;81703-42-6
01097;bendamustina;16506-27-7
01098;bendazaco;20187-55-7
01099;bendazaco sódico;23255-99-4
01100;bendazol;621-72-7
01102;benderizina;59752-23-7
01103;bendroflumetiazida;73-48-3
01104;benexato;78718-52-2
01105;benfluorex;23602-78-0
01106;benfosformina;52658-53-4
01107;benfotiamina;22457-89-2
01108;benidipino;105979-17-7
01109;benmoxina;7654-03-7
01110;benolizima;61864-30-0
01111;benorilato;5003-48-5
01112;benorterona;3570-10-3
01113;benoxafós;16759-59-4
01114;benoxaprofeno;51234-28-7
01115;benrixato;24671-26-9
01116;bensalana;15686-76-7
01117;benserazida;322-35-0
01119;bentazepam;29462-18-8
01120;bentiamina;299-88-7
01121;bentipimina;17692-23-8
01122;bentiromida;37106-97-1
01123;bentonita ;1302-78-9
01124;benurestate;38274-54-3
09930;benzaldeído;100-52-7
01125;benzamidossalicilato de cálcio;528-96-1
01126;benzaprinóxido;52758-02-8
01127;benzarona;1477-19-6
01128;benzatropina;86-13-5
01130;benzbromarona;3562-84-3
01131;benzestrol;85-95-0
01132;benzetidina;3691-78-9
01135;benzetimida;119391-55-8
01137;benzfetamina;156-08-1
01138;benzidamina;642-72-8
01140;benzilmorfina;14297-87-1
01143;benzilpenicilina;61-33-6
01144;benzilpenicilina benzatina;1538-09-6
01145;benzilpenicilina potássica;113-98-4
01146;benzilpenicilina procaína;54-35-3
11131;benzilpenicilina procaína monoidratada;6130-64-9
01147;benzilpenicilina sódica;69-57-8
11067;benzilpiperazina;2759-28-6
01149;benzilsulfamida;104-22-3
01150;benzindopirina;16571-59-8
10188;Benzinum ;[Ref. 8]
01151;benziodarona;68-90-6
01152;benzmaleceno;148-07-2
01153;benznidazol;22994-85-0
10050;benzoato de alogliptina;850649-62-6
01154;benzoato de amônio;1863-63-4
01155;benzoato de benzila;120-51-4
01216;benzoato de betametasona;22298-29-9
01156;benzoato de denatônio;3734-33-6
03597;benzoato de estradiol;50-50-0
11092;benzoato de morfina;105092-16-8
07762;benzoato de rizatriptana;145202-66-0
01157;benzoato de sódio;532-32-1
08449;benzoato de testosterona;2088-71-3
