Código do Termo;Termo
60002174;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002182;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 14 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002190;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002204;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002212;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002220;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002239;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002247;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002255;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002263;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 15 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002271;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002280;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002298;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002301;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002310;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002328;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002336;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002344;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 16 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002352;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002360;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002379;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002387;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002395;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002409;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002417;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002425;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 17 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002433;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002441;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002450;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002468;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002476;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002484;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002492;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002506;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 18 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002514;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002522;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002530;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002549;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002557;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002565;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002573;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002581;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002590;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002603;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002611;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002620;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002638;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002646;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002654;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002662;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002670;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002689;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002697;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002700;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002719;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002727;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002735;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002743;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 4 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002751;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002760;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002778;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002786;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002794;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002808;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002816;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002824;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 5 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002832;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002840;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002859;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002867;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002875;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002883;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002891;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002905;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 6 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002913;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60002921;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60002930;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60002948;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60002956;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002964;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002972;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60002980;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 7 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60002999;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003006;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003014;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003022;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003030;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003049;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003057;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003065;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 8 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003073;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003081;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003090;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003103;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003111;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003120;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003138;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003146;AR COMPRIMIDO NO RESPIRADOR/VENTILADOR, VAZÃO DE 9 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003154;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003162;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003170;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003189;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003197;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003200;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003219;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003227;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003235;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003243;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003251;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003260;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003278;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003286;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60003294;CAPACETE DE OXIGÊNIO, VAZÃO DE 1 LITRO/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60003308;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003316;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003324;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003332;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003340;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003359;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003367;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003375;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003383;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003391;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003405;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003413;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003421;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003430;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60003448;CAPACETE DE OXIGÊNIO, VAZÃO DE 2 LITROS/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60003456;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003464;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003472;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003480;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003499;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003502;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003510;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003529;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003537;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003545;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003553;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003561;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003570;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003588;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, NA UTI / SEMI-UTI
60003596;CAPACETE DE OXIGÊNIO, VAZÃO DE 3 LITROS/MIN, POR USO/SESSÃO, NO CENTRO CIRÚRGICO
60003600;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003618;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NA UTI / SEMI-UTI
60003626;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRA HORA, NO CENTRO CIRÚRGICO
60003634;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003642;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NA UTI / SEMI-UTI
60003650;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, INSTALAÇÃO / PRIMEIRO DIA, NO CENTRO CIRÚRGICO
60003669;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
60003677;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NA UTI / SEMI-UTI
60003685;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, POR DIA (CORRIDO OU SUBSEQUENTE), NO CENTRO CIRÚRGICO
60003693;CAPACETE DE OXIGÊNIO, VAZÃO DE 4 LITROS/MIN, POR HORA (CORRIDA OU SUBSEQUENTE), FORA DA UTI/SEMI-UTI E DO CENTRO CIRÚRGICO
